date,likesCount,profileName,commentsCount,text,Cleaned_Text,Sentiment,Sentiment_Label
2020-09-15 22:05:10+00:00,1,fd07c21e0d1e7f87ae077a8683d844cd2a8823203cecc1a6d583fbb095b5e8da,0.0,This is our fault,this is our fault,-0.4019,Negative
2020-09-15 22:05:34+00:00,5,9cc062f0992bcf476f07f0c6f0705cf230c5b8fe8e9da2cc078e510c421560f6,12.0,Climate change is real ,climate change is real ,0.0,Neutral
2020-09-15 22:08:48+00:00,3,718a119c534c193730021346938f5f774e2ac2b2f1ab27bcfb9cb8d56fc72986,7.0,"Oh, don't worry - 
prez said that soon it will start cooling down again.","oh dont worry  
prez said that soon it will start cooling down again",0.3412,Positive
2020-09-15 22:15:12+00:00,1,2a385b02f0837fb553b0ad3eed93351bb795b8ff696e8469d389d7f0ac1cca6f,4.0,Why start at 1951?,why start at ,0.0,Neutral
2020-09-15 22:15:25+00:00,22,a0f506b2f00d4b831758c27e1e17fa478dda22f188a9fd7e0cfcc8deea5e05a4,0.0,Is there anyone in NASA that can explain climate change to the president? Maybe with a short children's book with lots of pictures or maybe with puppets?,is there anyone in nasa that can explain climate change to the president maybe with a short childrens book with lots of pictures or maybe with puppets,0.0,Neutral
2020-09-15 22:18:44+00:00,2,57d7ebffd04cf5d6ab6968683ff69b6a1e05f02ac26a5a3f24b608f4841c620c,14.0,"How does one go about taking the earth's temperature? I know how to take my own temperature, but that's it. If it's a matter of taking a bunch of temperatures in a bunch of locations, how do you decide which locations?",how does one go about taking the earths temperature i know how to take my own temperature but thats it if its a matter of taking a bunch of temperatures in a bunch of locations how do you decide which locations,0.0387,Neutral
2020-09-15 22:18:48+00:00,2,385e244a07d1dd161819ef201be1f082dfb975efb18316748bf2b2ca71c4178f,22.0,"Is there a reason the change escalates so drastically in the 1980s?

I know we saw a huge spike in CO2 at the start of the Industrial Revolution, and by this chart we can see the temps increase around that time but they stay mostly steady-ish up until roughly 1980 then it starts to spike again.","is there a reason the change escalates so drastically in the s

i know we saw a huge spike in co at the start of the industrial revolution and by this chart we can see the temps increase around that time but they stay mostly steadyish up until roughly  then it starts to spike again",0.3182,Positive
2020-09-15 22:21:06+00:00,0,9cc062f0992bcf476f07f0c6f0705cf230c5b8fe8e9da2cc078e510c421560f6,1.0,There are lots of new things happening in our atmosphere that affect our daily climate activity we all must pay attention to the reality before us ,there are lots of new things happening in our atmosphere that affect our daily climate activity we all must pay attention to the reality before us ,-0.1027,Negative
2020-09-15 22:25:05+00:00,6,975a2881453691af4bc9a69d95e102d6ecfd837673e6e15aa5c7e1071e509b98,29.0,"The Southern Hemisphere has gotten colder,  which means what then.....",the southern hemisphere has gotten colder  which means what then,0.0,Neutral
2020-09-15 22:28:14+00:00,4,540bcc573fbd97c2cf210706fe7e5b9e7989640055c6f1c4fb391d8c855f957b,6.0,"I wrote a very researched term paper in 1999 of which my professor at UNO stated that he LEARNED SOMETHING. Titled ""Global Warming and The  Greenhouse Effect "", my Junior year. An A+ of course. I am a retired biology teacher. I have been having conversations with High School friends of then since 1975 about what is going to happen to our planet if we don't take care of it. There is so much more I voiced, ya'll already know .",i wrote a very researched term paper in  of which my professor at uno stated that he learned something titled global warming and the  greenhouse effect  my junior year an a of course i am a retired biology teacher i have been having conversations with high school friends of then since  about what is going to happen to our planet if we dont take care of it there is so much more i voiced yall already know ,0.2668,Positive
2020-09-15 22:28:57+00:00,11,366515cdefaba95e97d99064746a3aab843a3d8aef94f174cf1900e13e341f06,12.0,Cut the crap. In the 70's the so-called experts tried to scare us to death saying we're all headed to another ice age! But I bet you liberal loons will block this post. Stop trying to cram this crap down our throats!!!!,cut the crap in the s the socalled experts tried to scare us to death saying were all headed to another ice age but i bet you liberal loons will block this post stop trying to cram this crap down our throats,-0.9428,Negative
2020-09-15 22:30:24+00:00,6,68f1557403576439a01384ebe82a0f43e15ca1923531095ca4e0f7761dd19c56,0.0,"The data is there, scientific information is there however we at the mercy of a rich minority that will not stop at anything for profits!!!!",the data is there scientific information is there however we at the mercy of a rich minority that will not stop at anything for profits,0.8717,Positive
2020-09-15 22:30:56+00:00,2,6972b96251f8dc4801859186d967b01cdc035ec13f77e5ac8c8958adf1b19e47,0.0,Some people want to leave Mother Earth and colonize other planet how about we take care of the one we've got first take her from there if we can't take care of Mother Earth how we supposed to take care of another planet this is my question Mother Nature is very angry right now and it's because of mankind and the way he treats her it's time to wake up before it's too late I pray it's not too late already,some people want to leave mother earth and colonize other planet how about we take care of the one weve got first take her from there if we cant take care of mother earth how we supposed to take care of another planet this is my question mother nature is very angry right now and its because of mankind and the way he treats her its time to wake up before its too late i pray its not too late already,0.813,Positive
2020-09-15 22:32:01+00:00,0,ffbbdf606a41f18c18c0f198f78e25a4017332d974b1ba780c65f8834dc57a8a,0.0,"Msfloodprevention.com
Save lives and land","msfloodpreventioncom
save lives and land",0.4939,Positive
2020-09-15 22:33:20+00:00,0,2cb97e19d185de75375330aad48239a52df4b6dc5e0a662581a3332991ad69e8,0.0,,nan,0.0,Neutral
2020-09-15 22:35:10+00:00,2,0bc1bc50b627dd342e3a0498e0f8240c99d4daf267ebea90c1864660f109b6a1,0.0,I’m in southern Ontario Canada  and we are blanketed by a haze of smoke from the West Coast this has never happened before,im in southern ontario canada  and we are blanketed by a haze of smoke from the west coast this has never happened before,0.0,Neutral
2020-09-15 22:53:10+00:00,2,c4f7b8255e559fc38898d6a9bfcd8f0c7ff89e4d6bd0b66a86a9d27055789570,23.0,Summers are getting hotter and winters are getting colder as a result of climate change ,summers are getting hotter and winters are getting colder as a result of climate change ,0.0,Neutral
2020-09-15 22:54:01+00:00,16,e6326a0229f81f599043b68544fc298a1760db14390610e49827e294468a3972,6.0,"I remember in the 70’s everything was about a new ice age. That did not happen. 
Read Apocalypse Never by Micheal Sellenberger. Get some real, solid information ","i remember in the s everything was about a new ice age that did not happen 
read apocalypse never by micheal sellenberger get some real solid information ",0.1531,Positive
2020-09-15 22:56:11+00:00,0,e6326a0229f81f599043b68544fc298a1760db14390610e49827e294468a3972,0.0,The earth does have a  1/2 life. ,the earth does have a   life ,0.0,Neutral
2020-09-15 22:57:42+00:00,1,4a3e7c5ed937a26ebf0298a1c5d6ab3aa635e1155ecd3992282bb2dccc4c3410,0.0,Donald Trump; Does Not Believe In Global Warming! Let’s Get A President; That Does! That Is Why The Climate; Is Going Ka -   Put! ,donald trump does not believe in global warming lets get a president that does that is why the climate is going ka    put ,0.1531,Positive
2020-09-15 22:58:07+00:00,1,e0a8dc65221d5fd8a6beb785ac5a5485fd28b669ee2ea5a304f2fca689711b2e,0.0,Pues ay que aser algo para salvar nuestro planeta tan ermoso que es y nolo cuidamos ,pues ay que aser algo para salvar nuestro planeta tan ermoso que es y nolo cuidamos ,0.0,Neutral
2020-09-15 22:58:59+00:00,0,0bc1bc50b627dd342e3a0498e0f8240c99d4daf267ebea90c1864660f109b6a1,0.0,,nan,0.0,Neutral
2020-09-15 22:59:03+00:00,3,1b58d94f58a6b60de5a1a3522ab5d11a386a9d5e82dd3632ce8b48d4efb00773,0.0,Vote,vote,0.0,Neutral
2020-09-15 23:02:32+00:00,1,524115dfe5693209f1892917199eee2af5f4e7b7dbcce90e0021c1501f1c60fe,0.0,"Ivy Pantel-LaForge

The comments on this post made me physically ill ","ivy pantellaforge

the comments on this post made me physically ill ",-0.4215,Negative
2020-09-15 23:03:53+00:00,0,ad07c0487a8c84d57f7fba04b48f36ef062fe1f481be835f442eeca8f78b2452,1.0,Southern hemisphere?,southern hemisphere,0.0,Neutral
2020-09-15 23:04:40+00:00,4,1b58d94f58a6b60de5a1a3522ab5d11a386a9d5e82dd3632ce8b48d4efb00773,8.0,To keeping our families. Together and work on helping to keep on building up what may come in a bad situation with our land.we can't stop this pandemic but if we stay together things can change.,to keeping our families together and work on helping to keep on building up what may come in a bad situation with our landwe cant stop this pandemic but if we stay together things can change,-0.0531,Negative
2020-09-15 23:08:47+00:00,6,d60b480ecabfecd4db1e6fd910f7f933ad82faf0abfffe989e3f9bb3567c66ba,0.0,"The current ruling class, who has control over the global political-economy, has the power to continue the burning of fossil fuels or to build a sustainable energy infrastructure. They have the power to meet the needs of displaced peoples who’s lives are destroyed by climate change, or leave them to die. 

A cursory look at even just our recent history of dealing with environmental disasters and displaced people (Katrina, Puerto Rico, these fires, the migrant ‘crises’ on the borders of Mexico, in the Mediterranean, etc) shows what decisions they will make. 

It’s not because they are uniquely evil people. It’s because of the logic of capital. They have an incentive, a near obligation, to maintain growth, maintain their bottom line. 

To fight climate change, we need to fight this apocalyptic class. As workers, people who every day reproduce the world around us, who have the power to change the world, we have the weapon of withholding  our labor to force capital to bend to our will (which, I imagine, would include not allowing the world to burn, destroying all of our and our loved ones futures).

Only when we work together, organize in our neighborhoods, workplaces, etc, will we have the power to challenge the system that is killing us.

Join a union. Join a socialist organization. Fight back in the streets. Read Lenin (and anyone else you think could help arm you with theory). We have to take this seriously if we are to have a future at all. ","the current ruling class who has control over the global politicaleconomy has the power to continue the burning of fossil fuels or to build a sustainable energy infrastructure they have the power to meet the needs of displaced peoples whos lives are destroyed by climate change or leave them to die 

a cursory look at even just our recent history of dealing with environmental disasters and displaced people katrina puerto rico these fires the migrant crises on the borders of mexico in the mediterranean etc shows what decisions they will make 

its not because they are uniquely evil people its because of the logic of capital they have an incentive a near obligation to maintain growth maintain their bottom line 

to fight climate change we need to fight this apocalyptic class as workers people who every day reproduce the world around us who have the power to change the world we have the weapon of withholding  our labor to force capital to bend to our will which i imagine would include not allowing the world to burn destroying all of our and our loved ones futures

only when we work together organize in our neighborhoods workplaces etc will we have the power to challenge the system that is killing us

join a union join a socialist organization fight back in the streets read lenin and anyone else you think could help arm you with theory we have to take this seriously if we are to have a future at all ",-0.9748,Negative
2020-09-15 23:11:04+00:00,8,191055fb869d185092abf1405f0b2f4abe73bcaa9beb854fa15c6797d2780f26,0.0,"After all these decades protecting and informing Americans...thank you for your continued service and precision as the challenges of climate impacts arrive in full. May we all do better to mitigate, build resiliency, and use credible science in response. #NCA4 #SR15 #BuildBackBetter #SprintOnClimate",after all these decades protecting and informing americansthank you for your continued service and precision as the challenges of climate impacts arrive in full may we all do better to mitigate build resiliency and use credible science in response nca sr buildbackbetter sprintonclimate,0.4939,Positive
2020-09-15 23:13:39+00:00,15,fca633ab82b85055ea51c2de745614b6595a91829b505ee85da103cb0f648c81,11.0,"Imagine working at NASA after a life of study and having to spend your days reading Jeff explaining you, from his baptism degree, that tHe CliMAte aLwAys cHaNgEd.
And still answer calmly. That goes beyond patience, is sanctity.","imagine working at nasa after a life of study and having to spend your days reading jeff explaining you from his baptism degree that the climate always changed
and still answer calmly that goes beyond patience is sanctity",0.3182,Positive
2020-09-15 23:26:19+00:00,2,d2978870a52d394c26ddc39332edbd5e359fdf3174361a54a9c61e0528df3eba,0.0,Plant more trees stop building malls build in old parts of cities save are land redo old neighborhood a 100 acres is develop in ohio a day the gas and oil has cut down billions of trees in the past 10 years yes we can do other things,plant more trees stop building malls build in old parts of cities save are land redo old neighborhood a  acres is develop in ohio a day the gas and oil has cut down billions of trees in the past  years yes we can do other things,0.323,Positive
2020-09-15 23:27:03+00:00,3,c8fd5b39c337449b061cbf79942a2e68e5c8949c37f732d5050a5a219a0c541a,2.0,It’s as close to you as Air.. We must go to Solar power and eliminate Fossil Fuels or die from Viruses 🦠 we thought we’re extinct.. Only to find they were frozen in the Arctic 🥶 ,its as close to you as air we must go to solar power and eliminate fossil fuels or die from viruses  we thought were extinct only to find they were frozen in the arctic  ,-0.5994,Negative
2020-09-15 23:36:23+00:00,1,122036c23d00d76fe1cf608db9b0a94322d507f90fd2b1542fe5ad20fcd371da,0.0,Save the planet 🌎 ,save the planet  ,0.4939,Positive
2020-09-15 23:41:15+00:00,5,f6ed8f13212babcab445115a686a84d7857d1b5ddae12ce0b3ef1a44348c35d3,1.0,"Wow! Well, I suppose the ultimate expert on GW is Mother Nature. Just saying I think she's trying to tell us something. No matter whose at fault or whether our changing weather patterns are cyclical maybe we ought to put out heads together and figure out the future of our planet for our kids and grandkids. Thanks 🌡️",wow well i suppose the ultimate expert on gw is mother nature just saying i think shes trying to tell us something no matter whose at fault or whether our changing weather patterns are cyclical maybe we ought to put out heads together and figure out the future of our planet for our kids and grandkids thanks ,0.6124,Positive
2020-09-15 23:53:57+00:00,0,af45afc1c093aab4d5041be455e60bafba3c508e909d965b3bccd94736787806,0.0,,nan,0.0,Neutral
2020-09-15 23:54:40+00:00,0,789ce239518fd090faf0d83289a061b05e9246b89721b9798c85d81ce434e0aa,0.0,Northern hemisphere summer,northern hemisphere summer,0.0,Neutral
2020-09-16 00:01:07+00:00,1,fbc7d1a96db0c682c8caaaf292d13527b1483b341da109a4480b130bf1607491,0.0,All this is the real truth but only our president dont beleived he is the one that have to support all this catástrofe with all the texes we paid he has to serve us not us we pay him to work for us country why we have to beg for help. Its not right.,all this is the real truth but only our president dont beleived he is the one that have to support all this catstrofe with all the texes we paid he has to serve us not us we pay him to work for us country why we have to beg for help its not right,0.8479,Positive
2020-09-16 00:11:13+00:00,0,a704100faf1393e4c43dce9f5ac1cc16dd97f4894142ce3d5b3a0da4a3885b6d,0.0,,nan,0.0,Neutral
2020-09-16 00:24:42+00:00,2,de3db37a93fc6bb71b53120ef5db8b9facde5d475c8d9e6b8a37dc78efc37f95,0.0,"We need to combat climate change so that the people and earth can survive 
","we need to combat climate change so that the people and earth can survive 
",-0.34,Negative
2020-09-16 00:30:03+00:00,4,156e7117a4ad893b7bbc8a1f0743cf4c1592640c04791e0c2f36ab9dc7281596,2.0,"The fastest way to reduce car emissions is to promote affordable housing near job places.  Very few people are close enough to work to walk.  Very few streets are safe for cyclists.  In seeking affordable housing or in seeking job opportunities, a large number of people commute 30-60 minutes one way.  ",the fastest way to reduce car emissions is to promote affordable housing near job places  very few people are close enough to work to walk  very few streets are safe for cyclists  in seeking affordable housing or in seeking job opportunities a large number of people commute  minutes one way  ,0.8126,Positive
2020-09-16 00:33:24+00:00,0,c4eb11d4956d3f6b214d4b7dc881177346821c1549c9f162ff255d06c1f82699,0.0,Fake.,fake,-0.4767,Negative
2020-09-16 00:33:57+00:00,0,c5de1e353fceccab0eb03e5db41891b11788954507d71885cba2da563b93b328,0.0,,nan,0.0,Neutral
2020-09-16 00:36:01+00:00,0,c4eb11d4956d3f6b214d4b7dc881177346821c1549c9f162ff255d06c1f82699,0.0,"The hottest decade was the 1930’s, and still is today. We’ve been cooling ever since.",the hottest decade was the s and still is today weve been cooling ever since,0.0,Neutral
2020-09-16 00:43:23+00:00,0,7b4aed6c1c3673033a67324d4c14b7dc7599b2a5f0841ffe4935aed7396f75e6,0.0,Wake up people's!!!!!,wake up peoples,0.0,Neutral
2020-09-16 00:55:14+00:00,0,e7b641718870d8181c04d98032e603b19ce71f3b89a95db6e22ee119c8189775,0.0,"Es triste todo lo que esta pasando todo se destruye por todas 
Compañías
Luego no siembran nada de árboles yo
En mi casa
Tengo muchas sembrados
Muchas bendiciones pueblo 😂","es triste todo lo que esta pasando todo se destruye por todas 
compaas
luego no siembran nada de rboles yo
en mi casa
tengo muchas sembrados
muchas bendiciones pueblo ",-0.296,Negative
2020-09-16 00:57:31+00:00,1,460c1add92b947b25d86287b68758aa823c9b9e34e7a2b5fc61ff8b140eaa19f,0.0,"It was ""global warming"" until science noticed it wasn't. So the globalists switched to ""Climate Change"".",it was global warming until science noticed it wasnt so the globalists switched to climate change,0.1531,Positive
2020-09-16 01:00:17+00:00,0,460c1add92b947b25d86287b68758aa823c9b9e34e7a2b5fc61ff8b140eaa19f,0.0,The academic consultants to IPCC (International Panel for Climate Change) with the UN infamously falsified the data deleting whole data sets.,the academic consultants to ipcc international panel for climate change with the un infamously falsified the data deleting whole data sets,-0.3818,Negative
2020-09-16 01:01:24+00:00,0,e677b0da70f439631b2fca9c7c9de9ae17ad0d9c2d88060b351d7bb40897df0a,0.0,"quick search says change by 1.5° C is 2.7° change in F, is that correct?",quick search says change by  c is  change in f is that correct,0.0,Neutral
2020-09-16 01:01:41+00:00,0,460c1add92b947b25d86287b68758aa823c9b9e34e7a2b5fc61ff8b140eaa19f,0.0,Did you know that climate records only reliably go back 150 years?,did you know that climate records only reliably go back  years,0.0,Neutral
2020-09-16 01:07:12+00:00,0,d020fdda8877b592915902d8791ec92efa00b3012e659e3463b82f1d6fd63571,0.0,,nan,0.0,Neutral
2020-09-16 01:11:15+00:00,1,80d0998e8501b339a0e8c23ae696e0bd960b61344de07b9caf9c06c5bb4817a2,3.0,Taking advantage of the naive. Climate has been changing since the beginning of time. What we are doing now has little affect. The earth corrects itself over time   ,taking advantage of the naive climate has been changing since the beginning of time what we are doing now has little affect the earth corrects itself over time   ,-0.0258,Neutral
2020-09-16 01:11:19+00:00,0,540bcc573fbd97c2cf210706fe7e5b9e7989640055c6f1c4fb391d8c855f957b,0.0,"There are many factors involved and I am not going to type a book. Yes, the planet it's natural changes, but since the industrial revolution, mankind's abuse has taken its toll",there are many factors involved and i am not going to type a book yes the planet its natural changes but since the industrial revolution mankinds abuse has taken its toll,-0.6369,Negative
2020-09-16 01:13:24+00:00,3,cb31a2b2f7ab4fe89f5461d5d8f2f068a0af48da137c258de6bace0acf2603de,2.0,"Moonlandings, climate change, covid, etc are hoaxes. Don't buy.",moonlandings climate change covid etc are hoaxes dont buy,0.0,Neutral
2020-09-16 01:21:03+00:00,1,1adcdd8882145c21d31e9ce4dda2e5a1638e3bf92bc678a825d6956429a71357,0.0,"What's this, like the 19th hottest year on record in 20 years? How long will it take for people to learn?",whats this like the th hottest year on record in  years how long will it take for people to learn,0.3612,Positive
2020-09-16 01:22:28+00:00,18,1adcdd8882145c21d31e9ce4dda2e5a1638e3bf92bc678a825d6956429a71357,8.0,Thank you to all of you at NASA Climate Change for making a difference. I get really despondent sometimes over the path towards disaster we seem to be treading. It makes my heart happy to see other people still fighting the good fight. ,thank you to all of you at nasa climate change for making a difference i get really despondent sometimes over the path towards disaster we seem to be treading it makes my heart happy to see other people still fighting the good fight ,-0.5413,Negative
2020-09-16 01:28:16+00:00,0,db80eea01b44198961f8c9d827a1480c7629a781d26de58159126bef81d52393,0.0,Grasias ami tambien me da mucha tristeza Como danamos nuestro planeta y sin aser nada por cuidar nuestra casa de todos amen,grasias ami tambien me da mucha tristeza como danamos nuestro planeta y sin aser nada por cuidar nuestra casa de todos amen,-0.5574,Negative
2020-09-16 01:43:27+00:00,0,051c906440cfd93c966358fadad525cf871711dc286125ca2c56e8a9065ccc1b,0.0,"More love , tu ecologic  tying positive, bendyciones  ,.",more love  tu ecologic  tying positive bendyciones  ,0.8439,Positive
2020-09-16 01:50:01+00:00,0,6e307a0259acdd733f46fd45cb63fe4cd90c2447e15d8c7a3c4fc8d240cee4dc,0.0,Pois e preocupantemas acreditem no actual presidents que para ele( e tudo falso) como a pandemia cov19e as mentiras que da a nacao e no final tenta desculpar- se com covardia tentando sacudir a agua do capote,pois e preocupantemas acreditem no actual presidents que para ele e tudo falso como a pandemia cove as mentiras que da a nacao e no final tenta desculpar se com covardia tentando sacudir a agua do capote,-0.5267,Negative
2020-09-16 01:51:19+00:00,8,05e00dbeffab006a0211c52a4eca066b2f5ba2e0f93c690472747bc707ece9f1,11.0,"Are these the same 'Scientist' that claimed we were headed for an Ice Age in the late '70s?  Yea, everybody should believe the science because scientists say so...",are these the same scientist that claimed we were headed for an ice age in the late s  yea everybody should believe the science because scientists say so,0.0,Neutral
2020-09-16 01:53:03+00:00,1,7799826a2accc54fffeb6d092901d3dfb07009e8cb5c0f84126e666f6f2cba44,3.0,Do not agree with climate change,do not agree with climate change,-0.2755,Negative
2020-09-16 01:54:28+00:00,1,2aa62f61baf6f7e5c7b5127c458c00d9c4b2afab70bc3ad1c8899c72340b3dc9,2.0,If the greenhouse gas carbon dioxide is getting more in the Earth that would also mean it's getting denser. Why are the clouds not going up in elevation since they ride on the carbon dioxide oxygen mix,if the greenhouse gas carbon dioxide is getting more in the earth that would also mean its getting denser why are the clouds not going up in elevation since they ride on the carbon dioxide oxygen mix,0.0,Neutral
2020-09-16 01:54:53+00:00,1,8c3ff495866b0315db3ef51b7166fc7bb9c56b86dd55d86eb591e0654fe38efb,3.0,Alright... so who caused the ice age?,alright so who caused the ice age,0.25,Positive
2020-09-16 01:56:05+00:00,0,4ea57a6a46d8a8548370674da42fbf546221ed8b7ee9b47626b0304ec3e79fbc,1.0,What happened between the 20’s and 40’s? What was introduced to cause the progression?,what happened between the s and s what was introduced to cause the progression,0.0,Neutral
2020-09-16 01:56:32+00:00,1,6fc536402ab44b46ccb2d0fde77f5798ebfcb94ff8e5191f4852327140edb0e6,2.0,"BS, the democrats are behind this, 1 volcano can dump more than 100,000 autos, and the forest mismanagement on the wast coast, if the environmental st would let them log the old groth that would nevet of happened.",bs the democrats are behind this  volcano can dump more than  autos and the forest mismanagement on the wast coast if the environmental st would let them log the old groth that would nevet of happened,-0.3818,Negative
2020-09-16 02:22:06+00:00,4,c01fb0c9d15a7c84ebe2aa07e5574e069fad325ce97d71c848d66e5f9263777c,2.0,Anyone else think climate change is a natural part of earth's cycle,anyone else think climate change is a natural part of earths cycle,0.3612,Positive
2020-09-16 02:30:41+00:00,1,e2e09659ee94dd88e89b099ec9d4f177744f1556984d50d554e9f22a162a1854,0.0,Humans we are terrible to our planet.,humans we are terrible to our planet,-0.4767,Negative
2020-09-16 02:33:43+00:00,3,a23b793a7322a70d8c846d176625264cb353b20d028f39592940101383347ab3,1.0,We never had climate change till they strady shooting rockets in to space. The more we explore space the words our planet changes. You blame our cars . What about rocket file it takes to lift off. To get in to space.,we never had climate change till they strady shooting rockets in to space the more we explore space the words our planet changes you blame our cars  what about rocket file it takes to lift off to get in to space,-0.34,Negative
2020-09-16 02:43:14+00:00,0,007b667df534825dab6745547d6a8cb04ec05c208e798f269f661f3bf919da77,5.0,"Can you continue back further in time, by whatever means you have to determine temperature?",can you continue back further in time by whatever means you have to determine temperature,0.0,Neutral
2020-09-16 02:52:17+00:00,0,dd3c147f12a9078ed5d1793b06e4ee2b0503656010e621a02e94f2fc9bf6a64e,0.0,Its  to late check mate,its  to late check mate,0.0,Neutral
